1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1120,0.0,3.0,0,206,1,914,0,1,1980.0,1120,1,8402,70.0,0.0,30,5,5,1120,2007,2007,147000
1437,0.0,3.0,0,988,3,200,576,1,1999.0,1437,1,14175,69.0,0.0,0,6,5,1188,1956,1987,168000
1040,0.0,3.0,0,616,3,424,0,1,1980.0,1040,1,8430,60.0,136.0,0,5,5,1040,1978,1978,124000
793,325.0,3.0,2,507,3,286,410,1,1939.0,1118,1,7800,65.0,0.0,0,7,5,793,1939,1950,119900
1382,0.0,3.0,0,547,3,504,459,1,1974.0,1382,1,11235,75.0,51.0,82,5,4,1051,1963,1979,148000
1142,0.0,3.0,0,874,1,268,528,2,1976.0,1142,1,4224,44.0,0.0,90,5,5,1142,1976,1976,134000
2898,0.0,2.0,3,1165,1,0,665,2,1976.0,2898,0,15498,69.0,0.0,72,6,8,1565,1976,1976,287000
2110,0.0,3.0,0,1065,1,1045,522,2,1968.0,2110,2,11160,93.0,0.0,0,5,7,2110,1968,1968,244000
803,0.0,2.0,3,116,4,604,360,1,1941.0,803,1,5000,50.0,0.0,0,6,5,720,1941,1950,87000
694,0.0,3.0,0,0,2,672,936,1,1998.0,1214,1,10410,60.0,0.0,0,4,3,672,1915,1950,105000
893,0.0,2.0,0,220,1,625,576,1,1985.0,893,0,9600,60.0,0.0,0,7,5,845,1949,2003,135000
1124,0.0,3.0,0,0,2,0,0,1,1980.0,1124,1,8335,77.0,0.0,36,5,5,0,1954,1954,93000
876,540.0,4.0,2,0,2,876,720,1,1949.0,1416,1,12665,100.0,0.0,0,8,5,876,1915,1950,153900
630,672.0,3.0,0,231,1,399,264,1,1972.0,1302,1,1680,21.0,268.0,0,7,5,630,1972,1972,119500
1301,0.0,2.0,2,405,5,740,440,1,1965.0,1301,3,6911,60.0,0.0,0,5,5,1145,1924,1950,100000
1423,748.0,3.0,0,0,2,588,672,2,1993.0,2555,1,11526,79.0,0.0,0,7,6,588,1922,1994,191000
1285,0.0,3.0,0,0,2,660,528,0,1977.0,1285,1,8197,71.0,148.0,0,5,6,660,1977,1977,143500
1158,0.0,3.0,0,941,1,217,576,1,2006.0,1158,0,13072,63.0,0.0,50,5,6,1158,2004,2004,158000
1383,0.0,3.0,0,565,3,818,292,1,1960.0,1383,1,11600,80.0,175.0,45,5,6,1383,1960,1960,145250
960,0.0,3.0,0,0,2,672,288,1,1956.0,960,1,8926,69.0,0.0,0,3,4,672,1956,1956,112000
996,0.0,2.0,3,747,0,189,564,1,1992.0,996,0,9069,73.0,0.0,0,6,6,936,1992,1992,147000
1442,0.0,2.0,0,0,2,1442,615,0,1970.0,1442,1,11717,69.0,571.0,0,6,6,1442,1970,1970,185000
930,0.0,2.0,0,0,2,0,308,1,1946.0,930,0,11100,60.0,0.0,0,7,4,0,1946,2006,84900
750,750.0,3.0,0,0,2,750,564,0,2005.0,1500,0,8846,68.0,0.0,35,5,6,750,2005,2006,173900
1616,0.0,3.0,3,0,2,1616,834,0,2005.0,1616,0,8688,73.0,228.0,59,5,7,1616,2005,2005,232000
1412,0.0,3.0,2,1005,0,387,576,1,1988.0,1412,0,11457,130.0,0.0,0,5,6,1392,1988,1988,175000
1165,0.0,3.0,1,312,3,276,490,0,1966.0,1165,1,9020,82.0,183.0,129,7,6,1127,1966,1966,174900
1095,679.0,4.0,0,0,2,1095,779,1,1920.0,1774,1,9600,60.0,0.0,0,2,4,1095,1900,1950,87000
1008,0.0,2.0,0,643,4,365,240,1,1953.0,1008,0,8923,66.0,0.0,18,7,5,1008,1953,2006,134500
960,780.0,3.0,0,410,4,390,240,1,1940.0,1740,1,13125,75.0,0.0,0,6,7,800,1940,1984,219500
1012,778.0,4.0,0,247,3,485,484,0,1972.0,1790,1,10400,80.0,288.0,0,5,6,732,1972,1972,165150
1332,192.0,0.0,1,1258,0,74,586,2,1979.0,1524,0,23595,69.0,0.0,0,6,7,1332,1979,1979,260000
1535,0.0,4.0,0,0,2,0,400,1,1979.0,1535,1,7018,64.0,0.0,0,5,5,0,1979,1979,118858
1301,1116.0,4.0,0,0,2,1288,462,1,1991.0,2417,0,16059,121.0,284.0,82,5,8,1288,1991,1992,260000
854,0.0,2.0,0,360,3,360,660,1,1991.0,1382,1,12358,69.0,0.0,0,6,5,720,1941,1950,128500
1040,1040.0,5.0,3,650,3,390,504,1,1969.0,2080,3,11606,70.0,192.0,0,5,5,1040,1969,1969,135000
832,1103.0,3.0,0,544,0,288,552,2,2009.0,1935,1,8004,75.0,110.0,150,5,8,832,2009,2009,263435
833,0.0,2.0,0,415,3,418,326,1,1955.0,833,0,5400,90.0,0.0,0,7,5,833,1954,2000,117000
754,640.0,3.0,0,0,2,384,400,2,2007.0,1394,0,9735,73.0,0.0,0,5,5,384,2006,2007,167500
1182,960.0,3.0,0,448,3,448,509,2,1968.0,2142,0,13000,100.0,576.0,72,6,6,896,1968,1968,193500
1134,1370.0,4.0,0,0,2,1122,656,2,2005.0,2504,2,11198,77.0,245.0,39,5,9,1122,2005,2007,325000
1086,0.0,3.0,3,516,1,380,484,0,1966.0,1086,1,13400,85.0,1047.0,0,5,5,1024,1966,1966,159950
1624,0.0,2.0,0,1456,0,168,757,0,1994.0,1624,0,12461,89.0,0.0,114,5,8,1624,1994,1995,262000
1020,831.0,3.0,1,536,4,169,440,0,1964.0,1851,0,9760,80.0,340.0,42,8,6,822,1964,1993,187000
1718,0.0,3.0,1,1288,0,417,826,0,2007.0,1718,0,10637,79.0,336.0,44,5,8,1705,2007,2008,297000
848,0.0,1.0,3,686,0,162,420,2,2003.0,848,0,4435,37.0,170.0,0,5,6,848,2003,2003,136500
916,684.0,3.0,3,0,2,916,460,2,1997.0,1600,1,8773,57.0,0.0,38,5,6,916,1997,1997,169000
1073,0.0,2.0,0,0,2,1073,326,1,1968.0,1073,1,5400,60.0,0.0,0,6,5,1073,1921,1968,108480
970,739.0,3.0,0,0,2,970,380,1,2004.0,1709,0,2522,24.0,50.0,40,5,7,970,2004,2004,137500
990,0.0,3.0,0,746,1,244,480,1,2000.0,990,1,8072,60.0,0.0,64,5,5,990,1994,1995,138000
990,0.0,3.0,0,495,0,495,299,1,1996.0,990,1,8775,65.0,0.0,64,5,5,990,1994,1994,126000
804,744.0,3.0,0,556,2,248,440,1,1976.0,1548,0,2308,24.0,0.0,0,6,6,804,1976,1976,155000
993,915.0,4.0,0,0,2,967,431,2,2002.0,1908,0,14191,85.0,0.0,0,5,8,967,2002,2002,202900
1541,0.0,3.0,0,0,2,1541,843,0,2001.0,1541,0,13704,118.0,150.0,81,5,7,1541,2001,2002,205000
698,698.0,3.0,0,0,2,698,384,1,2003.0,1396,1,8730,60.0,0.0,0,7,6,698,1915,2003,153575
988,0.0,2.0,0,0,2,988,520,0,1954.0,988,1,21750,100.0,0.0,0,5,5,988,1954,1954,113000
1426,1519.0,3.0,1,0,2,1410,641,2,2006.0,2945,0,13682,66.0,1031.0,0,5,10,1410,2006,2006,438780
520,0.0,2.0,3,490,0,30,0,1,1980.0,754,1,6780,60.0,0.0,0,8,6,520,1935,1982,84500
1095,0.0,2.0,1,513,1,75,264,1,1958.0,1095,1,10382,75.0,105.0,0,5,6,588,1958,1958,140000
948,980.0,5.0,2,0,2,686,0,1,1980.0,1928,1,7082,69.0,0.0,0,8,5,686,1916,1995,160000
1536,0.0,3.0,3,810,0,726,532,0,2002.0,1536,0,9135,70.0,113.0,74,5,7,1536,2002,2003,214000
1028,776.0,3.0,0,0,2,994,442,2,1999.0,1804,0,7500,60.0,0.0,60,5,7,994,1999,1999,189000
1217,0.0,3.0,3,611,0,577,497,1,1990.0,1217,0,9947,69.0,0.0,27,5,7,1188,1990,1991,173000
980,0.0,4.0,1,945,2,0,0,1,1980.0,980,1,9400,35.0,250.0,0,5,6,945,1975,1975,127500
546,546.0,3.0,0,334,4,212,286,0,1973.0,1092,1,1974,69.0,0.0,96,5,4,546,1973,1973,83500
1175,1540.0,4.0,0,575,0,487,831,2,1994.0,2715,0,8963,69.0,289.0,204,9,8,1142,1976,1996,299800
964,0.0,2.0,0,713,1,163,432,1,1921.0,964,1,13360,80.0,0.0,0,7,5,876,1921,2006,163500
1040,0.0,2.0,0,0,2,0,420,1,1956.0,1040,1,7200,60.0,0.0,0,5,4,0,1949,1950,90000
1221,691.0,3.0,0,0,2,482,672,1,2003.0,1912,1,10800,60.0,0.0,25,7,6,482,1905,2000,163000
1260,1031.0,4.0,2,1046,3,168,506,1,1900.0,2291,1,7200,60.0,0.0,0,6,6,1214,1910,1998,133900
1040,685.0,3.0,0,315,0,114,550,0,1979.0,1725,1,11584,80.0,96.0,88,6,7,539,1979,1979,197000
999,0.0,3.0,3,784,4,141,300,1,1962.0,999,1,10205,69.0,0.0,72,5,5,925,1962,1962,134500
1056,0.0,3.0,2,1056,3,0,572,2,1955.0,1056,1,34650,100.0,0.0,0,5,5,1056,1955,1955,145000
1262,0.0,3.0,0,905,0,357,572,1,2006.0,1262,0,7200,60.0,68.0,120,5,6,1262,2006,2006,185000
483,0.0,2.0,0,358,1,125,264,1,1971.0,987,1,1680,21.0,604.0,0,3,6,483,1971,1971,89500
864,0.0,3.0,0,432,1,432,0,1,1980.0,864,1,10500,70.0,0.0,0,5,4,864,1971,1971,115000
1091,898.0,3.0,2,932,0,133,586,2,2002.0,1989,0,11367,90.0,210.0,60,5,8,1065,2002,2002,255000
1842,0.0,0.0,1,1810,0,32,894,2,1981.0,1842,0,50271,68.0,0.0,72,5,9,1842,1981,1987,385000
774,456.0,3.0,0,384,1,363,305,1,1946.0,1230,1,4712,51.0,0.0,57,7,4,747,1946,1950,121600
1092,0.0,3.0,0,170,5,252,288,1,1962.0,1092,1,11616,69.0,116.0,20,5,5,1092,1962,1962,139000
774,1194.0,4.0,0,0,2,774,680,2,2009.0,1968,2,12003,92.0,84.0,75,5,8,774,2009,2010,269500
1130,1054.0,3.0,3,936,0,168,836,2,2008.0,2184,2,11308,96.0,154.0,102,5,9,1104,2008,2008,335000
1482,780.0,3.0,1,871,0,611,749,2,2003.0,2262,0,12244,85.0,226.0,0,5,8,1482,2003,2003,305000
1940,0.0,3.0,3,1646,0,284,606,2,2010.0,1940,2,10159,83.0,450.0,95,5,9,1930,2009,2010,395192
988,517.0,3.0,0,399,3,484,240,1,1940.0,1505,1,9144,69.0,0.0,0,5,5,883,1940,1982,145000
1363,0.0,2.0,0,650,4,178,288,1,1951.0,1363,1,14559,75.0,70.0,42,7,5,1008,1951,2000,164900
1416,0.0,3.0,0,0,2,816,576,1,2007.0,1416,0,25339,69.0,0.0,0,7,5,816,1918,2007,112000
818,406.0,3.0,0,468,3,350,210,1,1926.0,1224,1,3950,69.0,0.0,0,8,6,818,1926,2004,115000
735,660.0,3.0,0,593,4,130,497,1,1972.0,1395,1,12936,69.0,0.0,116,6,6,723,1972,1972,162000
1200,0.0,2.0,0,833,2,343,555,0,2003.0,1200,0,10083,67.0,0.0,41,5,7,1176,2003,2003,184900
1200,0.0,3.0,0,334,1,322,521,0,1995.0,1200,0,11249,105.0,0.0,26,5,6,1200,1995,1995,177500
1006,769.0,3.0,0,513,1,227,425,1,1993.0,1775,0,9317,75.0,137.0,72,5,7,740,1993,1993,213000
1088,110.0,4.0,0,0,2,901,0,1,1980.0,1198,1,5586,60.0,0.0,98,7,6,901,1920,1998,79900
1360,0.0,1.0,3,1036,0,184,565,0,1984.0,1360,0,5814,69.0,0.0,0,5,8,1220,1984,1984,187500
1036,0.0,3.0,0,375,3,457,288,1,1949.0,1268,1,12144,60.0,0.0,28,7,5,832,1949,1950,133000
1048,0.0,3.0,0,586,4,462,286,1,1956.0,1048,1,10152,72.0,120.0,20,5,5,1048,1956,1956,135000
1050,1028.0,3.0,0,789,0,245,836,2,2008.0,2078,2,10800,85.0,100.0,102,5,8,1034,2007,2008,339750
1092,1020.0,4.0,2,500,1,176,576,1,1969.0,2112,1,11075,85.0,0.0,0,5,6,952,1969,1969,206900
944,545.0,3.0,0,0,2,778,240,1,1940.0,1489,1,9900,60.0,0.0,0,7,6,778,1940,1950,139500
1839,0.0,3.0,0,1186,0,291,416,2,1957.0,1839,0,14442,110.0,106.0,87,7,6,1477,1957,2004,257500
1358,0.0,3.0,2,733,2,625,484,0,2010.0,1358,0,6371,44.0,128.0,35,5,7,1358,2009,2010,224000
751,611.0,3.0,2,0,2,611,502,2,1920.0,1362,1,6155,60.0,0.0,0,8,6,611,1920,1999,128000
1048,0.0,2.0,0,0,2,993,280,1,1922.0,1048,1,6380,58.0,0.0,0,6,5,993,1922,1950,113000
1006,1040.0,3.0,0,866,0,132,871,0,2003.0,2046,0,10625,85.0,292.0,62,5,7,998,2003,2004,284000
996,0.0,3.0,0,290,4,706,0,1,1980.0,996,1,13907,63.0,0.0,0,6,5,996,1940,1969,108000
798,813.0,4.0,1,674,0,0,442,0,1964.0,1611,1,9760,80.0,360.0,128,6,6,780,1964,1964,167900
1142,878.0,3.0,0,584,0,544,466,0,1995.0,2020,0,9828,80.0,0.0,155,5,8,1128,1995,1995,239500
1133,687.0,4.0,0,329,3,697,240,1,1925.0,1820,1,9120,60.0,0.0,100,6,7,1026,1925,1950,184000
764,862.0,2.0,0,0,2,764,474,0,2003.0,1626,0,2628,36.0,106.0,27,5,7,764,2003,2003,175500
1632,0.0,4.0,3,0,2,1632,576,1,1967.0,1632,1,25000,100.0,0.0,0,4,5,1632,1967,1967,143000
1253,0.0,3.0,0,733,4,520,352,0,1960.0,1253,1,10920,69.0,212.0,213,5,6,1253,1960,1960,157000
976,732.0,3.0,0,0,2,976,380,1,2004.0,1708,0,3363,32.0,117.0,40,5,7,976,2004,2004,130000
702,779.0,3.0,0,0,2,702,343,2,1994.0,1481,1,8125,65.0,0.0,36,5,6,702,1994,1995,174000
1489,0.0,3.0,0,0,2,1489,776,0,2006.0,1489,0,11216,81.0,0.0,140,5,8,1489,2006,2006,232600
888,868.0,3.0,0,742,1,130,422,2,1996.0,1756,1,9303,69.0,42.0,122,5,6,872,1996,1997,204000
1116,0.0,3.0,0,0,2,1116,440,1,1962.0,1116,1,10000,87.0,261.0,0,6,6,1116,1962,1962,160000
2156,0.0,3.0,0,297,4,1203,508,0,1968.0,2156,1,20781,69.0,0.0,80,7,7,1568,1968,2003,262500
742,742.0,3.0,0,0,2,742,390,2,2005.0,1484,0,12589,149.0,0.0,24,5,6,742,2005,2005,174000
1634,0.0,3.0,0,0,2,1626,866,1,2006.0,1634,0,11428,98.0,248.0,44,5,8,1626,2006,2006,250000
1616,0.0,2.0,0,1180,0,415,608,0,1995.0,1616,0,5389,39.0,0.0,152,5,8,1595,1995,1996,236500
991,956.0,3.0,0,222,0,769,678,0,2004.0,1947,0,12552,100.0,0.0,136,5,7,991,2004,2005,254900
864,729.0,3.0,0,759,0,80,398,1,2004.0,1593,1,7415,62.0,0.0,75,5,6,839,2004,2004,193000
1040,0.0,3.0,0,824,1,216,308,2,1963.0,1040,1,7500,75.0,0.0,0,5,5,1040,1963,1963,133000
1042,534.0,3.0,0,0,2,1042,225,1,1928.0,1576,1,6240,52.0,0.0,0,6,5,1042,1928,1950,149000
866,902.0,3.0,0,400,0,466,603,0,2005.0,1768,0,9803,75.0,0.0,108,5,7,866,2005,2005,226700
689,703.0,3.0,0,378,0,311,299,2,1977.0,1392,1,10900,69.0,153.0,36,7,6,689,1977,1977,161750
1054,0.0,3.0,1,763,0,173,480,0,1963.0,1054,0,8800,80.0,156.0,0,7,6,936,1963,1963,137500
1484,0.0,3.0,3,428,0,1048,472,0,2006.0,1484,2,9037,64.0,32.0,33,5,8,1476,2006,2006,265900
833,0.0,3.0,0,625,2,208,0,1,1980.0,833,1,8780,69.0,0.0,0,5,5,833,1985,1985,112000
1588,0.0,3.0,3,1162,1,426,472,0,1999.0,1588,0,10264,78.0,183.0,29,5,7,1588,1999,1999,214000
960,1000.0,4.0,0,0,2,960,400,1,1952.0,1960,1,7596,60.0,360.0,0,5,5,960,1952,1952,124500
3138,1538.0,3.0,1,2260,0,878,884,2,2007.0,4676,2,40094,130.0,762.0,406,5,10,3138,2007,2008,184750
691,807.0,3.0,0,592,1,99,409,2,1995.0,1498,1,13031,69.0,0.0,44,5,6,691,1995,1996,187500
1479,0.0,3.0,3,1013,0,440,558,0,2003.0,1479,0,10665,72.0,167.0,29,5,7,1453,2003,2003,226000
832,878.0,3.0,0,426,0,406,506,0,1993.0,1710,0,9291,76.0,120.0,70,5,6,832,1993,1993,187000
1236,0.0,3.0,0,465,4,447,288,1,1961.0,1236,1,6993,65.0,0.0,0,7,5,912,1961,1994,135000
943,0.0,2.0,1,943,0,0,600,1,1979.0,943,1,7032,69.0,0.0,0,5,5,943,1979,1979,135960
1236,0.0,2.0,0,360,4,710,447,1,1957.0,1236,0,10011,72.0,64.0,0,6,5,1070,1957,1996,134450
816,0.0,2.0,1,104,5,0,516,1,1963.0,816,1,8472,110.0,0.0,0,5,5,816,1963,1963,110000
1328,0.0,2.0,1,967,4,383,308,1,1959.0,1328,1,16905,115.0,0.0,104,6,5,1350,1959,1959,170000
612,612.0,2.0,3,294,0,318,528,0,2009.0,1224,0,3000,30.0,76.0,234,5,6,612,2009,2009,173733
2234,0.0,1.0,0,1904,0,312,1166,2,2009.0,2234,2,17423,63.0,748.0,60,5,9,2216,2008,2009,501837
1296,0.0,2.0,0,1005,0,262,471,2,2001.0,1296,0,6853,69.0,136.0,25,5,8,1267,2001,2002,220000
1686,0.0,3.0,0,625,4,0,612,1,1980.0,1686,1,10240,79.0,157.0,131,6,6,1686,1980,1980,207500
1888,0.0,2.0,0,247,2,557,578,2,1966.0,1888,0,16492,137.0,0.0,0,6,6,1517,1966,2002,190000
1021,580.0,3.0,0,0,2,533,300,0,1958.0,1601,1,13825,85.0,0.0,34,6,5,533,1958,1987,140000
1234,0.0,3.0,3,0,2,1234,484,0,2007.0,1234,0,11049,85.0,0.0,30,5,8,1234,2007,2007,179900
1005,978.0,3.0,0,694,0,284,490,2,1999.0,1983,0,10762,69.0,344.0,0,5,7,978,1999,1999,225000
936,780.0,6.0,0,210,2,570,0,1,1980.0,1716,3,5687,55.0,0.0,184,6,5,780,1912,2000,135900
1682,0.0,3.0,0,0,2,1304,530,1,1970.0,1682,1,10400,80.0,288.0,0,6,7,1304,1970,1970,174000
2392,0.0,3.0,1,56,0,2336,968,2,2003.0,2392,2,13472,103.0,922.0,105,5,10,2392,2003,2003,386250
1466,1362.0,4.0,1,1150,0,316,1052,0,2006.0,2828,0,9965,77.0,340.0,144,5,8,1466,2006,2007,424870
986,0.0,2.0,0,0,2,960,180,1,1926.0,986,1,6180,60.0,0.0,128,5,6,960,1926,1950,102000
1338,0.0,2.0,2,616,0,722,582,2,2001.0,1338,0,4920,41.0,0.0,0,5,8,1338,2001,2001,213500
616,495.0,3.0,2,236,5,0,200,1,1941.0,1111,1,9084,60.0,0.0,0,6,5,616,1941,1950,95000
808,785.0,3.0,0,0,2,808,389,0,1993.0,1593,1,9636,69.0,0.0,40,5,6,808,1992,1993,178000
1222,888.0,3.0,0,695,0,253,463,0,1994.0,2110,0,8880,69.0,0.0,130,5,7,948,1994,2002,205000
1466,0.0,3.0,3,16,0,1450,610,2,2007.0,1466,0,8925,73.0,0.0,18,5,8,1466,2007,2007,201000
1008,0.0,4.0,0,0,2,1008,0,1,1980.0,1522,1,6000,60.0,0.0,0,5,5,1008,1926,1950,102000
880,844.0,3.0,3,0,2,880,527,2,1998.0,1724,0,8924,57.0,0.0,155,5,7,880,1998,1999,188000
1494,0.0,3.0,2,922,0,572,530,0,2002.0,1494,0,12803,88.0,99.0,36,5,7,1494,2002,2002,221000
1188,0.0,3.0,0,1000,3,188,531,0,1959.0,1188,1,12160,69.0,180.0,0,5,5,1188,1959,1959,142000
1661,0.0,3.0,0,0,2,1649,598,0,1998.0,1661,0,12137,48.0,442.0,34,5,7,1649,1998,1998,224900
1567,0.0,2.0,1,1567,1,0,714,0,1977.0,1567,0,9819,69.0,0.0,32,5,6,1567,1977,1977,196000
1646,0.0,3.0,3,0,2,1638,870,0,2007.0,1646,0,10656,67.0,274.0,80,5,8,1638,2006,2007,248900
1431,0.0,3.0,3,560,0,871,666,2,1999.0,1431,0,9017,68.0,0.0,35,5,7,1431,1999,1999,192000
1316,0.0,3.0,0,28,0,1288,397,2,2005.0,1316,0,10237,65.0,0.0,0,5,6,1316,2005,2006,169990
1216,941.0,4.0,0,445,3,479,487,1,1966.0,2157,0,14200,88.0,309.0,66,6,7,924,1966,1966,226000
889,551.0,3.0,0,0,2,540,352,1,1940.0,1440,1,5000,63.0,0.0,0,4,5,540,1900,1950,79000
1629,0.0,3.0,3,1300,0,316,808,2,2002.0,1629,0,14536,85.0,236.0,252,5,8,1616,2002,2003,270000
1098,866.0,4.0,0,403,2,400,483,0,1976.0,1964,1,10480,80.0,660.0,69,6,7,803,1976,1976,205000
1328,0.0,3.0,0,569,1,678,528,1,1963.0,1328,1,9790,69.0,451.0,26,5,6,1328,1963,1963,143000
1593,0.0,0.0,3,1153,0,440,682,2,2001.0,1593,2,4923,41.0,0.0,120,5,8,1593,2001,2002,286000
1525,0.0,3.0,3,1400,0,125,541,0,2000.0,1525,0,9100,70.0,244.0,36,5,7,1525,2000,2000,235000
969,0.0,3.0,3,716,4,253,440,1,1975.0,969,1,10356,120.0,0.0,0,6,5,969,1975,1975,122000
1350,0.0,3.0,1,624,0,288,520,0,1964.0,1350,1,9020,82.0,259.0,0,5,6,1248,1964,1964,168500
860,1100.0,4.0,0,625,0,235,440,2,2002.0,1960,0,7851,69.0,0.0,48,5,6,860,2002,2002,216500
1800,0.0,2.0,0,0,2,1800,702,2,2007.0,1800,2,11923,122.0,0.0,136,5,9,1800,2007,2007,239000
1053,0.0,3.0,0,806,1,247,312,0,1959.0,1053,0,10007,72.0,54.0,0,7,5,1053,1959,2006,145500
1656,0.0,3.0,1,639,4,441,528,2,1960.0,1656,1,31770,141.0,112.0,62,5,6,1080,1960,1960,215000
1004,848.0,3.0,2,668,0,336,660,2,1999.0,1852,0,9066,73.0,320.0,106,5,8,1004,1999,2000,230000
1518,0.0,1.0,1,1218,0,300,588,0,2003.0,1518,2,12677,62.0,472.0,140,5,8,1518,2003,2004,274000
1512,1142.0,4.0,2,619,4,435,619,1,1968.0,2654,0,11029,69.0,220.0,65,7,6,1054,1968,1984,250000
1248,0.0,2.0,3,16,0,1232,438,2,2005.0,1248,0,3010,43.0,16.0,0,5,7,1248,2005,2006,167240
1586,0.0,3.0,0,0,2,1362,435,1,1979.0,1586,1,17043,48.0,0.0,0,5,6,1362,1979,1998,181000
1621,0.0,3.0,2,213,1,995,440,1,1984.0,1621,0,14145,91.0,0.0,45,7,7,1208,1984,1998,202500
848,0.0,1.0,3,662,0,186,420,0,2004.0,848,0,4438,69.0,205.0,0,5,6,848,2004,2004,149000
1442,0.0,4.0,0,608,3,834,301,0,1958.0,1442,1,9750,75.0,243.0,0,6,6,1442,1958,1958,157900
1803,0.0,3.0,0,168,3,284,484,0,1957.0,1803,1,13125,88.0,67.0,0,4,5,1134,1957,2000,155000
1175,807.0,3.0,3,421,0,386,575,1,1989.0,1982,0,11287,82.0,340.0,84,6,7,807,1989,1989,228500
691,0.0,2.0,0,0,2,691,216,1,1920.0,691,2,5400,60.0,0.0,20,6,5,691,1920,1950,86000
1167,0.0,3.0,0,560,0,598,400,0,1992.0,1167,0,9248,69.0,106.0,26,6,6,1158,1992,1992,173000
1307,1051.0,5.0,0,0,2,907,360,1,1908.0,2358,1,45600,75.0,0.0,40,8,6,907,1908,1997,240000
1422,0.0,3.0,0,0,2,978,286,0,1960.0,1422,1,12342,69.0,0.0,0,5,5,978,1960,1978,139900
812,670.0,3.0,0,0,2,384,392,2,1992.0,1482,0,9125,69.0,170.0,25,5,7,384,1992,1992,163900
1145,0.0,4.0,3,655,0,490,836,0,2000.0,2198,0,14260,84.0,350.0,84,5,8,1145,2000,2000,250000
756,713.0,3.0,0,0,2,756,216,1,1906.0,1469,1,10320,60.0,0.0,0,7,6,756,1906,1995,135000
1574,0.0,3.0,0,24,0,1550,824,0,2006.0,1574,0,11957,75.0,53.0,104,5,8,1574,2006,2006,232000
981,787.0,3.0,0,569,1,162,240,1,1939.0,1768,0,7200,60.0,252.0,0,7,5,731,1937,1950,175000
918,728.0,4.0,0,364,3,554,240,1,1941.0,1646,1,7128,53.0,0.0,0,5,7,918,1941,1950,164000
925,0.0,3.0,0,338,4,121,429,1,1965.0,925,1,9100,70.0,0.0,0,6,5,925,1965,1965,117500
1098,880.0,4.0,0,552,4,280,486,0,1968.0,1978,1,9900,69.0,342.0,43,5,7,832,1968,1968,176000
764,677.0,2.0,0,0,2,776,492,1,1999.0,1441,0,2645,24.0,456.0,0,5,8,776,1999,2000,174000
1795,0.0,2.0,3,0,2,1795,895,0,2007.0,1795,0,9986,75.0,428.0,49,5,8,1795,2006,2007,147000
1445,0.0,3.0,1,564,2,563,645,0,1964.0,1445,1,12095,69.0,115.0,0,6,6,1127,1964,1964,158000
630,0.0,1.0,3,150,5,0,0,1,1980.0,630,1,1491,21.0,0.0,24,6,4,630,1972,1972,75500
1086,809.0,3.0,0,0,2,712,409,2,1994.0,1895,0,10832,69.0,0.0,46,5,7,712,1994,1996,194500
1776,0.0,3.0,1,80,0,1652,712,2,2006.0,1776,0,15306,93.0,100.0,0,5,8,1732,2006,2007,283463
1236,0.0,2.0,0,600,0,312,923,1,1957.0,1236,1,7407,90.0,0.0,158,7,6,912,1957,1996,149700
882,0.0,3.0,0,138,5,276,461,1,1980.0,882,1,7700,70.0,0.0,0,5,5,882,1972,1972,112500
841,806.0,4.0,0,0,2,806,216,1,1920.0,1647,3,6858,66.0,0.0,66,4,6,806,1915,1950,128000
1122,0.0,2.0,0,144,0,172,528,1,1948.0,1122,0,12000,100.0,0.0,36,7,5,924,1948,2005,147000
720,0.0,2.0,0,0,2,0,287,1,1955.0,720,1,6627,69.0,0.0,0,6,3,0,1949,1950,72500
1096,0.0,3.0,2,75,4,230,299,2,1969.0,1096,1,15870,69.0,0.0,32,5,5,1096,1969,1969,138800
1604,0.0,3.0,0,1334,0,270,660,0,2006.0,1604,0,8814,68.0,180.0,110,5,7,1604,2006,2006,220000
1601,0.0,3.0,0,704,1,567,478,0,1978.0,1601,1,11880,82.0,206.0,0,5,7,1271,1978,1978,157000
630,0.0,1.0,3,509,0,121,286,1,1970.0,630,1,1477,21.0,0.0,0,4,4,630,1970,1970,80000
864,0.0,2.0,0,41,4,823,0,1,1980.0,864,1,8248,45.0,0.0,0,3,3,864,1914,1950,67000
1052,0.0,3.0,3,504,2,506,440,1,1971.0,1052,1,8816,80.0,80.0,0,7,6,1010,1971,1971,155000
1252,0.0,1.0,1,429,4,93,564,0,1960.0,1252,1,13500,69.0,0.0,0,7,6,1602,1960,1975,235000
877,600.0,3.0,0,0,2,861,216,1,1928.0,1477,1,6292,52.0,0.0,50,7,7,861,1928,1950,145000
1204,0.0,2.0,0,866,0,338,412,1,1998.0,1204,1,4500,32.0,320.0,247,5,6,1204,1998,1998,162000
1160,966.0,3.0,1,249,5,0,538,2,1967.0,2126,1,28698,69.0,0.0,0,5,5,1013,1967,1967,185000
1506,0.0,2.0,1,16,0,1346,440,1,2005.0,1506,0,3013,43.0,145.0,20,5,7,1362,2005,2005,213490
728,728.0,3.0,3,0,2,728,400,2,2007.0,1456,0,9018,65.0,0.0,24,5,7,728,2007,2007,179540
